"","TimeStamp","Solution","Requester","ASN"
"13476",50924,287,126,37
"13477",53682,287,126,37
"13478",51997,287,126,37
"13479",53213,287,126,37
"13480",48885,287,126,37
"13481",51691,287,126,37
"13482",49512,287,126,37
"13483",53993,287,126,37
"13484",51286,287,126,37
"13485",52277,287,126,37
"13486",51946,287,126,37
"13487",55013,287,126,37
"13488",52283,287,126,37
"13489",50939,287,126,37
"13490",53690,287,126,37
"13491",52860,287,126,37
"13492",52287,287,126,37
"13493",51951,287,126,37
"13494",54767,287,126,37
"13495",52292,287,126,37
"13496",55021,287,126,37
"13497",50420,287,126,37
"13498",55027,287,126,37
"13499",49612,287,126,37
"13500",51302,287,126,37
"13501",50162,287,126,37
"13502",50948,287,126,37
"13503",50947,287,126,37
"13504",48562,287,126,37
"13505",50951,287,126,37
"13506",49615,287,126,37
"13507",55354,1387,126,37
"13508",55354,1389,126,37
"13509",49618,287,126,37
"13510",49905,287,126,37
"13511",49621,287,126,37
"13512",55038,287,126,37
"13513",52306,287,126,37
"13514",50856,287,126,37
"13515",52312,287,126,37
"13516",53909,287,126,37
"13517",52192,287,126,37
"13518",51935,287,126,37
"13519",53987,287,126,37
"13520",51860,287,126,37
"13521",51092,287,126,37
"13522",48450,287,126,37
"13523",52079,287,126,37
"13524",51862,287,126,37
"13525",52324,287,126,37
"13526",55052,287,126,37
"13527",55054,287,126,37
"13528",55055,287,126,37
"13529",52630,287,126,37
"13530",49632,287,126,37
"13531",52327,287,126,37
"13532",53182,287,126,37
"13533",51335,287,126,37
"13534",50450,287,126,37
"13535",53188,287,126,37
"13536",51339,287,126,37
"13537",51340,287,126,37
"13538",52333,287,126,37
"13539",53087,287,126,37
"13540",53637,287,126,37
"13541",52453,287,126,37
"13542",51877,287,126,37
"13543",51879,287,126,37
"13544",53195,287,126,37
"13545",54947,287,126,37
"13546",53199,287,126,37
"13547",52563,287,126,37
"13548",52731,287,126,37
"13549",51888,287,126,37
"13550",50772,287,126,37
"13551",50198,287,126,37
"13552",50200,287,126,37
"13553",52901,287,126,37
"13554",55077,287,126,37
"13555",55078,287,126,37
"13556",53205,287,126,37
"13557",52351,287,126,37
"13558",53211,287,126,37
"13559",51361,287,126,37
"13560",53112,287,126,37
"13561",53751,287,126,37
"13562",54818,287,126,37
"13563",53216,287,126,37
"13564",51364,287,126,37
"13565",53495,287,126,37
"13566",54971,287,126,37
"13567",54977,287,126,37
"13568",54976,287,126,37
"13569",48397,287,126,37
"13570",51661,287,126,37
"13571",53218,287,126,37
"13572",54824,287,126,37
"13573",51664,287,126,37
"13574",53220,287,126,37
"13575",52663,287,126,37
"13576",53222,287,126,37
"13577",53224,287,126,37
"13578",54299,287,126,37
"13579",54300,287,126,37
"13580",53228,287,126,37
"13581",54302,287,126,37
"13582",51376,287,126,37
"13583",51378,287,126,37
"13584",51377,287,126,37
"13585",52673,287,126,37
"13586",52674,287,126,37
"13587",51673,287,126,37
"13588",51675,287,126,37
"13589",48935,287,126,37
"13590",51383,287,126,37
"13591",48933,287,126,37
"13592",51382,287,126,37
"13593",51566,287,126,37
"13594",51385,287,126,37
"13595",51683,287,126,37
"13596",51388,287,126,37
"13597",48880,287,126,37
"13598",51390,287,126,37
"13599",50816,287,126,37
"13600",54590,287,126,37
"13601",52508,287,126,37
"13602",49766,287,126,37
"13603",53992,287,126,37
"13604",50823,287,126,37
"13605",52161,287,126,37
"13606",52395,287,126,37
"13607",48894,287,126,37
"13608",52396,287,126,37
"13609",51053,287,126,37
"13610",54329,287,126,37
"13611",48895,287,126,37
"13612",51178,287,126,37
"13613",54335,287,126,37
"13614",51408,287,126,37
"13615",51416,287,126,37
"13616",51414,287,126,37
"13617",51412,287,126,37
"13618",51706,287,126,37
"13619",51711,287,126,37
"13620",54609,287,126,37
"13621",51712,287,126,37
"13622",54607,287,126,37
"13623",54343,287,126,37
"13624",53050,287,126,37
"13625",53049,287,126,37
"13626",51716,287,126,37
"13627",51068,287,126,37
"13628",51426,287,126,37
"13629",51718,287,126,37
"13630",51427,287,126,37
"13631",51719,287,126,37
"13632",51721,287,126,37
"13633",52421,287,126,37
"13634",51076,287,126,37
"13635",53267,287,126,37
"13636",48651,287,126,37
"13637",51088,287,126,37
"13638",51086,287,126,37
"13639",53068,287,126,37
"13640",49213,287,126,37
"13641",50865,287,126,37
"13642",50095,287,126,37
"13643",54706,287,126,37
"13644",50100,287,126,37
"13645",54794,287,126,37
"13646",48448,287,126,37
"13647",49095,287,126,37
"13648",51447,287,126,37
"13649",52081,287,126,37
"13650",48663,287,126,37
"13651",52962,287,126,37
"13652",49100,287,126,37
"13653",48664,287,126,37
"13654",53283,287,126,37
"13655",52966,287,126,37
"13656",48670,287,126,37
"13657",50270,287,126,37
"13658",52719,287,126,37
"13659",50009,287,126,37
"13660",51107,287,126,37
"13661",52094,287,126,37
"13662",49821,287,126,37
"13663",55070,287,126,37
"13664",49643,287,126,37
"13665",49112,287,126,37
"13666",50460,287,126,37
"13667",52099,287,126,37
"13668",51112,287,126,37
"13669",49826,287,126,37
"13670",50464,287,126,37
"13671",51354,287,126,37
"13672",52104,287,126,37
"13673",52733,287,126,37
"13674",49121,287,126,37
"13675",52985,287,126,37
"13676",52736,287,126,37
"13677",52738,287,126,37
"13678",53206,287,126,37
"13679",52231,287,126,37
"13680",53748,287,126,37
"13681",52355,287,126,37
"13682",52235,287,126,37
"13683",53752,287,126,37
"13684",52356,287,126,37
"13685",52245,287,126,37
"13686",52242,287,126,37
"13687",54292,287,126,37
"13688",53494,287,126,37
"13689",48393,287,126,37
"13690",48396,287,126,37
"13691",51141,287,126,37
"13692",51140,287,126,37
"13693",51142,287,126,37
"13694",50795,287,126,37
"13695",50028,287,126,37
"13696",50029,287,126,37
"13697",51785,287,126,37
"13698",51789,287,126,37
"13699",55199,76,126,37
"13700",53322,287,126,37
"13701",53323,287,126,37
"13702",53126,287,126,37
"13703",50532,287,126,37
"13704",49746,287,126,37
"13705",52490,287,126,37
"13706",55205,77,126,37
"13707",49755,287,126,37
"13708",52499,287,126,37
"13709",52497,287,126,37
"13710",53416,287,126,37
"13711",51266,287,126,37
"13712",53133,287,126,37
"13713",48932,287,126,37
"13714",50318,287,126,37
"13715",51803,287,126,37
"13716",50546,287,126,37
"13717",52503,287,126,37
"13718",51806,287,126,37
"13719",51160,287,126,37
"13720",53142,287,126,37
"13721",52155,287,126,37
"13722",53681,287,126,37
"13723",51277,287,126,37
"13724",51811,287,126,37
"13725",50154,287,126,37
"13726",51284,287,126,37
"13727",50827,287,126,37
"13728",51821,287,126,37
"13729",49182,287,126,37
"13730",49183,287,126,37
"13731",53335,287,126,37
"13732",49520,287,126,37
"13733",55015,287,126,37
"13734",50832,287,126,37
"13735",50566,287,126,37
"13736",49524,287,126,37
"13737",48730,287,126,37
"13738",49526,287,126,37
"13739",53043,287,126,37
"13740",49528,287,126,37
"13741",49191,287,126,37
"13742",53046,287,126,37
"13743",54679,287,126,37
"13744",50305,287,126,37
"13745",51300,287,126,37
"13746",48830,287,126,37
"13747",50844,287,126,37
"13748",50309,287,126,37
"13749",50308,287,126,37
"13750",50081,287,126,37
"13751",53058,287,126,37
"13752",53059,287,126,37
"13753",51200,287,126,37
"13754",52224,287,126,37
"13755",49548,287,126,37
"13756",53903,287,126,37
"13757",54692,287,126,37
"13758",54696,287,126,37
"13759",51853,287,126,37
"13760",51090,287,126,37
"13761",54704,287,126,37
"13762",48657,287,126,37
"13763",48661,287,126,37
"13764",52077,287,126,37
"13765",52320,287,126,37
"13766",52078,287,126,37
"13767",51861,287,126,37
"13768",51863,287,126,37
"13769",50867,287,126,37
"13770",50868,287,126,37
"13771",53362,287,126,37
"13772",50101,287,126,37
"13773",50102,287,126,37
"13774",53921,287,126,37
"13775",53076,287,126,37
"13776",50594,287,126,37
"13777",51333,287,126,37
"13778",54713,287,126,37
"13779",49814,287,126,37
"13780",50109,287,126,37
"13781",53925,287,126,37
"13782",50111,287,126,37
"13783",52093,287,126,37
"13784",52724,287,126,37
"13785",51109,287,126,37
"13786",53089,287,126,37
"13787",50884,287,126,37
"13788",51517,287,126,37
"13789",54948,287,126,37
"13790",51113,287,126,37
"13791",49729,287,126,37
"13792",53829,287,126,37
"13793",52222,287,126,37
"13794",50919,287,126,37
"13795",54732,287,126,37
"13796",53938,287,126,37
"13797",52225,287,126,37
"13798",53101,287,126,37
"13799",49128,287,126,37
"13800",54041,287,126,37
"13801",52230,287,126,37
"13802",51993,287,126,37
"13803",53212,287,126,37
"13804",53109,287,126,37
"13805",51362,287,126,37
"13806",53217,287,126,37
"13807",52359,287,126,37
"13808",52749,287,126,37
"13809",53113,287,126,37
"13810",54975,287,126,37
"13811",52129,287,126,37
"13812",54978,287,126,37
"13813",51249,287,126,37
"13814",53957,287,126,37
"13815",51910,287,126,37
"13816",49850,287,126,37
"13817",51251,287,126,37
"13818",53665,287,126,37
"13819",53120,287,126,37
"13820",52249,287,126,37
"13821",53964,287,126,37
"13822",48779,287,126,37
"13823",51669,287,126,37
"13824",51259,287,126,37
"13825",53671,287,126,37
"13826",51561,287,126,37
"13827",51562,287,126,37
"13828",53128,287,126,37
"13829",51918,287,126,37
"13830",53972,287,126,37
"13831",51671,287,126,37
"13832",54308,287,126,37
"13833",51380,287,126,37
"13834",51605,287,126,37
"13835",49906,287,126,37
"13836",48335,287,126,37
"13837",51269,287,126,37
"13838",53138,287,126,37
"13839",48798,287,126,37
"13840",52267,287,126,37
"13841",51387,287,126,37
"13842",53985,287,126,37
"13843",48887,287,126,37
"13844",50551,287,126,37
"13845",51937,287,126,37
"13846",52510,287,126,37
"13847",48721,287,126,37
"13848",51942,287,126,37
"13849",51941,287,126,37
"13850",51287,287,126,37
"13851",53997,287,126,37
"13852",54762,287,126,37
"13853",53999,287,126,37
"13854",51698,287,126,37
"13855",50411,287,126,37
"13856",51293,287,126,37
"13857",55018,287,126,37
"13858",55019,287,126,37
"13859",49603,287,126,37
"13860",49608,287,126,37
"13861",50419,287,126,37
"13862",50421,287,126,37
"13863",54776,287,126,37
"13864",51297,287,126,37
"13865",48828,287,126,37
"13866",51714,287,126,37
"13867",53347,287,126,37
"13868",54773,287,126,37
"13869",48561,287,126,37
"13870",48560,287,126,37
"13871",49904,287,126,37
"13872",52605,287,126,37
"13873",50687,287,126,37
"13874",50197,287,126,37
"13875",53202,287,126,37
"13876",49622,287,126,37
"13877",52307,287,126,37
"13878",55043,287,126,37
"13879",49623,287,126,37
"13880",48841,287,126,37
"13881",50855,287,126,37
"13882",53066,287,126,37
"13883",54703,287,126,37
"13884",54702,287,126,37
"13885",53070,287,126,37
"13886",51093,287,126,37
"13887",51859,287,126,37
"13888",55051,287,126,37
"13889",54022,287,126,37
"13890",51322,287,126,37
"13891",52321,287,126,37
"13892",50443,287,126,37
"13893",51624,287,126,37
"13894",53176,287,126,37
"13895",55058,287,126,37
"13896",50445,287,126,37
"13897",51331,287,126,37
"13898",52715,287,126,37
"13899",55062,287,126,37
"13900",53186,287,126,37
"13901",52329,287,126,37
"13902",53189,287,126,37
"13903",50455,287,126,37
"13904",53088,287,126,37
"13905",54941,287,126,37
"13906",54942,287,126,37
"13907",52894,287,126,37
"13908",52896,287,126,37
"13909",52897,287,126,37
"13910",53197,287,126,37
"13911",51882,287,126,37
"13912",51883,287,126,37
"13913",49827,287,126,37
"13914",50140,287,126,37
"13915",53132,287,126,37
"13916",51352,287,126,37
"13917",52344,287,126,37
"13918",51351,287,126,37
"13919",53204,287,126,37
"13920",51353,287,126,37
"13921",52232,287,126,37
"13922",51355,287,126,37
"13923",54962,287,126,37
"13924",53111,287,126,37
"13925",54290,287,126,37
"13926",54291,287,126,37
"13927",51363,287,126,37
"13928",49482,287,126,37
"13929",52246,287,126,37
"13930",49352,287,126,37
"13931",53489,287,126,37
"13932",52244,287,126,37
"13933",49950,287,126,37
"13934",52655,287,126,37
"13935",51663,287,126,37
"13936",52362,287,126,37
"13937",54296,287,126,37
"13938",54564,287,126,37
"13939",51370,287,126,37
"13940",51665,287,126,37
"13941",54570,287,126,37
"13942",53320,287,126,37
"13943",49961,287,126,37
"13944",53962,287,126,37
"13945",52577,287,126,37
"13946",51374,287,126,37
"13947",51672,287,126,37
"13948",51670,287,126,37
"13949",51375,287,126,37
"13950",51674,287,126,37
"13951",53855,287,126,37
"13952",51150,287,126,37
"13953",53856,287,126,37
"13954",54613,287,126,37
"13955",53260,287,126,37
"13956",52419,287,126,37
"13957",51268,287,126,37
"13958",53980,287,126,37
"13959",55114,287,126,37
"13960",55112,287,126,37
"13961",48878,287,126,37
"13962",50552,287,126,37
"13963",51164,287,126,37
"13964",50053,287,126,37
"13965",51275,287,126,37
"13966",53984,287,126,37
"13967",51279,287,126,37
"13968",51278,287,126,37
"13969",53878,287,126,37
"13970",51401,287,126,37
"13971",52394,287,126,37
"13972",48421,287,126,37
"13973",54331,287,126,37
"13974",51699,287,126,37
"13975",52522,287,126,37
"13976",52165,287,126,37
"13977",49522,287,126,37
"13978",51702,287,126,37
"13979",52406,287,126,37
"13980",51413,287,126,37
"13981",54603,287,126,37
"13982",51704,287,126,37
"13983",51703,287,126,37
"13984",51710,287,126,37
"13985",51709,287,126,37
"13986",54605,287,126,37
"13987",53349,287,126,37
"13988",51959,287,126,37
"13989",49194,287,126,37
"13990",51715,287,126,37
"13991",53513,287,126,37
"13992",53512,287,126,37
"13993",54611,287,126,37
"13994",50195,287,126,37
"13995",53301,287,126,37
"13996",53302,287,126,37
"13997",48437,287,126,37
"13998",51723,287,126,37
"13999",51080,287,126,37
"14000",51437,287,126,37
"14001",52949,287,126,37
"14002",51085,287,126,37
"14003",51089,287,126,37
"14004",54698,287,126,37
"14005",52433,287,126,37
"14006",52076,287,126,37
"14007",50866,287,126,37
"14008",50974,287,126,37
"14009",51445,287,126,37
"14010",54366,287,126,37
"14011",51446,287,126,37
"14012",52434,287,126,37
"14013",54370,287,126,37
"14014",52436,287,126,37
"14015",52440,287,126,37
"14016",49720,287,126,37
"14017",52443,287,126,37
"14018",53284,287,126,37
"14019",48966,287,126,37
"14020",51452,287,126,37
"14021",52964,287,126,37
"14022",51102,287,126,37
"14023",51104,287,126,37
"14024",50505,287,126,37
"14025",52450,287,126,37
"14026",53292,287,126,37
"14027",52335,287,126,37
"14028",49111,287,126,37
"14029",49110,287,126,37
"14030",52458,287,126,37
"14031",50762,287,126,37
"14032",53298,287,126,37
"14033",52461,287,126,37
"14034",49255,287,126,37
"14035",55203,78,126,37
"14036",51916,287,126,37
"14037",52734,287,126,37
"14038",52982,287,126,37
"14039",49119,287,126,37
"14040",52108,287,126,37
"14041",52111,287,126,37
"14042",54039,287,126,37
"14043",51771,287,126,37
"14044",51357,287,126,37
"14045",53208,287,126,37
"14046",53110,287,126,37
"14047",53108,287,126,37
"14048",52651,287,126,37
"14049",51996,287,126,37
"14050",54288,287,126,37
"14051",51132,287,126,37
"14052",51134,287,126,37
"14053",53492,287,126,37
"14054",52128,287,126,37
"14055",52127,287,126,37
"14056",53847,287,126,37
"14057",50796,287,126,37
"14058",50027,287,126,37
"14059",49143,287,126,37
"14060",49144,287,126,37
"14061",52483,287,126,37
"14062",49744,287,126,37
"14063",53963,287,126,37
"14064",52485,287,126,37
"14065",51371,287,126,37
"14066",52670,287,126,37
"14067",53321,287,126,37
"14068",49747,287,126,37
"14069",54749,287,126,37
"14070",51920,287,126,37
"14071",49754,287,126,37
"14072",53127,287,126,37
"14073",51922,287,126,37
"14074",50312,287,126,37
"14075",53056,287,126,37
"14076",50313,287,126,37
"14077",48749,287,126,37
"14078",53902,287,126,37
"14079",49205,287,126,37
"14080",51565,287,126,37
"14081",50921,287,126,37
"14082",51568,287,126,37
"14083",50389,287,126,37
"14084",53982,287,126,37
"14085",49877,287,126,37
"14086",51393,287,126,37
"14087",51161,287,126,37
"14088",50554,287,126,37
"14089",52511,287,126,37
"14090",48806,287,126,37
"14091",51170,287,126,37
"14092",51169,287,126,37
"14093",49517,287,126,37
"14094",52164,287,126,37
"14095",49181,287,126,37
"14096",54761,287,126,37
"14097",51948,287,126,37
"14098",54000,287,126,37
"14099",51177,287,126,37
"14100",52528,287,126,37
"14101",53339,287,126,37
"14102",52523,287,126,37
"14103",52530,287,126,37
"14104",53342,287,126,37
"14105",50837,287,126,37
"14106",53345,287,126,37
"14107",49531,287,126,37
"14108",54772,287,126,37
"14109",49080,287,126,37
"14110",50422,287,126,37
"14111",53350,287,126,37
"14112",51838,287,126,37
"14113",52784,287,126,37
"14114",51520,287,126,37
"14115",50765,287,126,37
"14116",51886,287,126,37
"14117",51887,287,126,37
"14118",54731,287,126,37
"14119",52221,287,126,37
"14120",50852,287,126,37
"14121",52794,287,126,37
"14122",53062,287,126,37
"14123",49551,287,126,37
"14124",53063,287,126,37
"14125",51087,287,126,37
"14126",50862,287,126,37
"14127",53067,287,126,37
"14128",53275,287,126,37
"14129",48654,287,126,37
"14130",50861,287,126,37
"14131",52803,287,126,37
"14132",50864,287,126,37
"14133",49802,287,126,37
"14134",51208,287,126,37
"14135",53916,287,126,37
"14136",53919,287,126,37
"14137",53920,287,126,37
"14138",49808,287,126,37
"14139",55275,287,126,37
"14140",50979,287,126,37
"14141",53183,287,126,37
"14142",49809,287,126,37
"14143",50106,287,126,37
"14144",53084,287,126,37
"14145",50876,287,126,37
"14146",50875,287,126,37
"14147",50112,287,126,37
"14148",48676,287,126,37
"14149",49816,287,126,37
"14150",51516,287,126,37
"14151",53930,287,126,37
"14152",51878,287,126,37
"14153",51519,287,126,37
"14154",52494,287,126,37
"14155",52496,287,126,37
"14156",55204,79,126,37
"14157",49900,287,126,37
"14158",53440,287,126,37
"14159",49903,287,126,37
"14160",53382,287,126,37
"14161",51528,287,126,37
"14162",49830,287,126,37
"14163",52112,287,126,37
"14164",49580,287,126,37
"14165",52227,287,126,37
"14166",53105,287,126,37
"14167",51358,287,126,37
"14168",51359,287,126,37
"14169",51995,287,126,37
"14170",54966,287,126,37
"14171",51133,287,126,37
"14172",52243,287,126,37
"14173",49844,287,126,37
"14174",54972,287,126,37
"14175",52241,287,126,37
"14176",51253,287,126,37
"14177",52240,287,126,37
"14178",53115,287,126,37
"14179",53954,287,126,37
"14180",51909,287,126,37
"14181",48773,287,126,37
"14182",53958,287,126,37
"14183",53959,287,126,37
"14184",54298,287,126,37
"14185",49853,287,126,37
"14186",51914,287,126,37
"14187",51912,287,126,37
"14188",49856,287,126,37
"14189",48786,287,126,37
"14190",52582,287,126,37
"14191",49857,287,126,37
"14192",51559,287,126,37
"14193",52491,287,126,37
"14194",49897,287,126,37
"14195",49902,287,126,37
"14196",55353,1392,126,37
"14197",49647,287,126,37
"14198",50463,287,126,37
"14199",50999,287,126,37
"14200",51305,287,126,37
"14201",51927,287,126,37
"14202",50922,287,126,37
"14203",53135,287,126,37
"14204",51386,287,126,37
"14205",50050,287,126,37
"14206",49170,287,126,37
"14207",51809,287,126,37
"14208",53983,287,126,37
"14209",53144,287,126,37
"14210",51276,287,126,37
"14211",49173,287,126,37
"14212",53148,287,126,37
"14213",51282,287,126,37
"14214",51944,287,126,37
"14215",51945,287,126,37
"14216",48816,287,126,37
"14217",54328,287,126,37
"14218",53585,287,126,37
"14219",48507,287,126,37
"14220",51949,287,126,37
"14221",51947,287,126,37
"14222",51950,287,126,37
"14223",54003,287,126,37
"14224",54004,287,126,37
"14225",55022,287,126,37
"14226",48826,287,126,37
"14227",55026,287,126,37
"14228",48558,287,126,37
"14229",49079,287,126,37
"14230",50840,287,126,37
"14231",50841,287,126,37
"14232",50423,287,126,37
"14233",51299,287,126,37
"14234",52336,287,126,37
"14235",55074,287,126,37
"14236",49825,287,126,37
"14237",51557,287,126,37
"14238",54685,287,126,37
"14239",50847,287,126,37
"14240",51987,287,126,37
"14241",50956,287,126,37
"14242",48843,287,126,37
"14243",51313,287,126,37
"14244",54787,287,126,37
"14245",55044,287,126,37
"14246",53908,287,126,37
"14247",48660,287,126,37
"14248",48656,287,126,37
"14249",51858,287,126,37
"14250",51206,287,126,37
"14251",50970,287,126,37
"14252",53716,287,126,37
"14253",50438,287,126,37
"14254",51321,287,126,37
"14255",51323,287,126,37
"14256",51324,287,126,37
"14257",49922,287,126,37
"14258",49927,287,126,37
"14259",53180,287,126,37
"14260",51327,287,126,37
"14261",49101,287,126,37
"14262",52085,287,126,37
"14263",50449,287,126,37
"14264",51330,287,126,37
"14265",51336,287,126,37
"14266",53187,287,126,37
"14267",51338,287,126,37
"14268",52334,287,126,37
"14269",49818,287,126,37
"14270",50988,287,126,37
"14271",50456,287,126,37
"14272",53193,287,126,37
"14273",53194,287,126,37
"14274",51919,287,126,37
"14275",51558,287,126,37
"14276",51917,287,126,37
"14277",53053,287,126,37
"14278",48679,287,126,37
"14279",50769,287,126,37
"14280",54351,287,126,37
"14281",49340,287,126,37
"14282",52641,287,126,37
"14283",55075,287,126,37
"14284",54037,287,126,37
"14285",55076,287,126,37
"14286",52345,287,126,37
"14287",52350,287,126,37
"14288",52233,287,126,37
"14289",51239,287,126,37
"14290",51236,287,126,37
"14291",51360,287,126,37
"14292",52122,287,126,37
"14293",50707,287,126,37
"14294",48392,287,126,37
"14295",51652,287,126,37
"14296",51653,287,126,37
"14297",51657,287,126,37
"14298",49949,287,126,37
"14299",52657,287,126,37
"14300",52661,287,126,37
"14301",54566,287,126,37
"14302",54561,287,126,37
"14303",49738,287,126,37
"14304",51368,287,126,37
"14305",52484,287,126,37
"14306",49743,287,126,37
"14307",49239,287,126,37
"14308",49851,287,126,37
"14309",51911,287,126,37
"14310",53408,287,126,37
"14311",50136,287,126,37
"14312",49855,287,126,37
"14313",48868,287,126,37
"14314",51836,287,126,37
"14315",53511,287,126,37
"14316",51188,287,126,37
"14317",50764,287,126,37
"14318",52489,287,126,37
"14319",49901,287,126,37
"14320",49116,287,126,37
"14321",52420,287,126,37
"14322",54353,287,126,37
"14323",53266,287,126,37
"14324",48795,287,126,37
"14325",53676,287,126,37
"14326",50920,287,126,37
"14327",51805,287,126,37
"14328",53679,287,126,37
"14329",51807,287,126,37
"14330",50656,287,126,37
"14331",52506,287,126,37
"14332",50932,287,126,37
"14333",51813,287,126,37
"14334",51695,287,126,37
"14335",51696,287,126,37
"14336",51694,287,126,37
"14337",51697,287,126,37
"14338",53034,287,126,37
"14339",51288,287,126,37
"14340",48815,287,126,37
"14341",50831,287,126,37
"14342",52774,287,126,37
"14343",51409,287,126,37
"14344",51700,287,126,37
"14345",51705,287,126,37
"14346",54600,287,126,37
"14347",53593,287,126,37
"14348",53042,287,126,37
"14349",54606,287,126,37
"14350",53346,287,126,37
"14351",51956,287,126,37
"14352",51298,287,126,37
"14353",53048,287,126,37
"14354",52095,287,126,37
"14355",48677,287,126,37
"14356",52728,287,126,37
"14357",52488,287,126,37
"14358",55353,1384,126,37
"14359",54949,287,126,37
"14360",55353,1391,126,37
"14361",50771,287,126,37
"14362",54634,287,126,37
"14363",52981,287,126,37
"14364",52068,287,126,37
"14365",52947,287,126,37
"14366",51439,287,126,37
"14367",53810,287,126,37
"14368",49550,287,126,37
"14369",53912,287,126,37
"14370",53274,287,126,37
"14371",50973,287,126,37
"14372",54367,287,126,37
"14373",51444,287,126,37
"14374",53272,287,126,37
"14375",51735,287,126,37
"14376",48449,287,126,37
"14377",51737,287,126,37
"14378",48451,287,126,37
"14379",51739,287,126,37
"14380",51742,287,126,37
"14381",51740,287,126,37
"14382",49805,287,126,37
"14383",49928,287,126,37
"14384",52716,287,126,37
"14385",52965,287,126,37
"14386",52718,287,126,37
"14387",50759,287,126,37
"14388",52089,287,126,37
"14389",52451,287,126,37
"14390",52722,287,126,37
"14391",53291,287,126,37
"14392",51749,287,126,37
"14393",51747,287,126,37
"14394",51261,287,126,37
"14395",53410,287,126,37
"14396",49750,287,126,37
"14397",49029,287,126,37
"14398",53931,287,126,37
"14399",50913,287,126,37
"14400",49824,287,126,37
"14401",53900,287,126,37
"14402",49543,287,126,37
"14403",49544,287,126,37
"14404",52107,287,126,37
"14405",51120,287,126,37
"14406",52737,287,126,37
"14407",54640,287,126,37
"14408",51768,287,126,37
"14409",54549,287,126,37
"14410",51992,287,126,37
"14411",51356,287,126,37
"14412",50623,287,126,37
"14413",52234,287,126,37
"14414",52121,287,126,37
"14415",50789,287,126,37
"14416",51777,287,126,37
"14417",52124,287,126,37
"14418",52126,287,126,37
"14419",51784,287,126,37
"14420",50026,287,126,37
"14421",50794,287,126,37
"14422",51782,287,126,37
"14423",51780,287,126,37
"14424",51550,287,126,37
"14425",50524,287,126,37
"14426",51548,287,126,37
"14427",49852,287,126,37
"14428",53661,287,126,37
"14429",51903,287,126,37
"14430",54484,287,126,37
"14431",51551,287,126,37
"14432",51553,287,126,37
"14433",51555,287,126,37
"14434",54771,287,126,37
"14435",49896,287,126,37
"14436",49535,287,126,37
"14437",53090,287,126,37
"14438",53409,287,126,37
"14439",54431,287,126,37
"14440",53895,287,126,37
"14441",53379,287,126,37
"14442",50350,287,126,37
"14443",49828,287,126,37
"14444",51197,287,126,37
"14445",48747,287,126,37
"14446",50923,287,126,37
"14447",51270,287,126,37
"14448",51929,287,126,37
"14449",51473,287,126,37
"14450",48659,287,126,37
"14451",51808,287,126,37
"14452",49268,287,126,37
"14453",48942,287,126,37
"14454",49881,287,126,37
"14455",51168,287,126,37
"14456",50826,287,126,37
"14457",48505,287,126,37
"14458",49518,287,126,37
"14459",51285,287,126,37
"14460",51825,287,126,37
"14461",49519,287,126,37
"14462",50669,287,126,37
"14463",49887,287,126,37
"14464",53588,287,126,37
"14465",49188,287,126,37
"14466",49189,287,126,37
"14467",49190,287,126,37
"14468",51954,287,126,37
"14469",54005,287,126,37
"14470",54676,287,126,37
"14471",55352,1401,126,37
"14472",51708,287,126,37
"14473",54604,287,126,37
"14474",50879,287,126,37
"14475",48980,287,126,37
"14476",49817,287,126,37
"14477",51560,287,126,37
"14478",50576,287,126,37
"14479",51344,287,126,37
"14480",52340,287,126,37
"14481",53055,287,126,37
"14482",51603,287,126,37
"14483",48355,287,126,37
"14484",54730,287,126,37
"14485",53935,287,126,37
"14486",49206,287,126,37
"14487",53612,287,126,37
"14488",51849,287,126,37
"14489",51441,287,126,37
"14490",52228,287,126,37
"14491",51857,287,126,37
"14492",52075,287,126,37
"14493",50859,287,126,37
"14494",50325,287,126,37
"14495",53914,287,126,37
"14496",48964,287,126,37
"14497",51501,287,126,37
"14498",52547,287,126,37
"14499",49559,287,126,37
"14500",53074,287,126,37
"14501",53624,287,126,37
"14502",53917,287,126,37
"14503",50975,287,126,37
"14504",51097,287,126,37
"14505",51328,287,126,37
"14506",51332,287,126,37
"14507",49810,287,126,37
"14508",48976,287,126,37
"14509",50108,287,126,37
"14510",52556,287,126,37
"14511",52210,287,126,37
"14512",48525,287,126,37
"14513",50604,287,126,37
"14514",51549,287,126,37
"14515",53412,287,126,37
"14516",49854,287,126,37
"14517",49899,287,126,37
"14518",50989,287,126,37
"14519",51556,287,126,37
"14520",51554,287,126,37
"14521",50997,287,126,37
"14522",50998,287,126,37
"14523",52341,287,126,37
"14524",49907,287,126,37
"14525",51307,287,126,37
"14526",51889,287,126,37
"14527",51232,287,126,37
"14528",52229,287,126,37
"14529",51891,287,126,37
"14530",49549,287,126,37
"14531",53103,287,126,37
"14532",50784,287,126,37
"14533",51649,287,126,37
"14534",51650,287,126,37
"14535",53107,287,126,37
"14536",54967,287,126,37
"14537",51240,287,126,37
"14538",54969,287,126,37
"14539",54974,287,126,37
"14540",50369,287,126,37
"14541",52239,287,126,37
"14542",53116,287,126,37
"14543",53401,287,126,37
"14544",48771,287,126,37
"14545",54560,287,126,37
"14546",49242,287,126,37
"14547",48999,287,126,37
"14548",51369,287,126,37
"14549",51905,287,126,37
