"","ServerVersion","Bundle","RequestingIP","asn","RefererURL.x","RefererURL.y"
"4347","6.5.314.4236","SecurityPatch","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","tanium-server.train.com"
"4348","6.5.314.4236","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","app.tanium.local"
"4349","6.5.314.4236","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","test5.test.tanium.local"
"4350","6.5.314.4236","MaintenanceAndReboot","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","demo5.tanium.com"
"4351","6.5.314.4236","IRGatherer","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","localhost"
"4352","6.5.314.4236","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","win2k8-test.shawn.local"
"4353","6.5.314.4236","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","localhost"
"4354","6.5.314.4236","CopyTools","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","tanium.carvalho.local"
"4355","6.5.314.4236","LocationBySubnet","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","ag-taniumsvr.taniumdemo.local"
"4356","6.5.314.4236","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","10.0.2.200"
"4357","6.5.314.4236","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","tanium2.shawn.local"
"4358","6.5.314.4236","PatchContent","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","localhost"
"4359","6.5.314.4236","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","tserver"
"4360","6.5.314.4236","UnmanagedAssets","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","app.tanium.local"
"4361","6.5.314.4236","IR","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","app.tanium.local"
"4362","6.5.314.4236","GeoIP","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","app.tanium.local"
"4363","6.5.314.4236","PatchContent","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","omicron.planex.net:8080"
"4364","6.5.314.4236","TaniumDetect","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","tanium.carvalho.local"
"4365","6.5.314.4236","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","win2k8-test.shawn.local"
"4366","6.5.314.4236","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","127.0.0.1"
"4367","6.5.314.4236","TaniumPatchContent","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","app.tanium.local"
"4368","6.5.314.4236","LocationBySubnet","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","app.tanium.local"
"4369","6.5.314.4236","ClientUpgrade","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","app.tanium.local"
"4370","6.5.314.4236","ManagedApplications","162.253.182.2","AS30640 Etheric Networks, Inc.","tanium-server.train.com","tanium-server.train.com"
"4371","6.5.314.4236","Trace","162.253.182.2","AS30640 Etheric Networks, Inc.","localhost","tserver"
"4372","6.5.314.4241","IRGatherer","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","localhost"
"4373","6.5.314.4241","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","win2k8-test.shawn.local"
"4374","6.5.314.4241","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","localhost"
"4375","6.5.314.4241","CopyTools","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","tanium.carvalho.local"
"4376","6.5.314.4241","LocationBySubnet","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","ag-taniumsvr.taniumdemo.local"
"4377","6.5.314.4241","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","10.0.2.200"
"4378","6.5.314.4241","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","tanium2.shawn.local"
"4379","6.5.314.4241","PatchContent","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","localhost"
"4380","6.5.314.4241","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","localhost"
"4381","6.5.314.4241","SecurityPatch","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","tanium-server.train.com"
"4382","6.5.314.4241","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","app.tanium.local"
"4383","6.5.314.4241","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","test5.test.tanium.local"
"4384","6.5.314.4241","MaintenanceAndReboot","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","demo5.tanium.com"
"4385","6.5.314.4241","TaniumDetect","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","tanium.carvalho.local"
"4386","6.5.314.4241","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","win2k8-test.shawn.local"
"4387","6.5.314.4241","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","127.0.0.1"
"4388","6.5.314.4241","TaniumPatchContent","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","app.tanium.local"
"4389","6.5.314.4241","LocationBySubnet","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","app.tanium.local"
"4390","6.5.314.4241","ClientUpgrade","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","app.tanium.local"
"4391","6.5.314.4241","ManagedApplications","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","tanium-server.train.com"
"4392","6.5.314.4236","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","localhost","127.0.0.1"
"4393","6.5.314.4241","ClientMaintenance","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","tserver"
"4394","6.5.314.4241","UnmanagedAssets","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","app.tanium.local"
"4395","6.5.314.4241","IR","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","app.tanium.local"
"4396","6.5.314.4241","GeoIP","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","app.tanium.local"
"4397","6.5.314.4241","PatchContent","162.253.182.2","AS30640 Etheric Networks, Inc.","omicron.planex.net:8080","omicron.planex.net:8080"
"4398","6.5.314.4236","NonWindowsClientRestart","162.253.182.2","AS30640 Etheric Networks, Inc.","localhost","app.tanium.local"
"4399","6.5.314.4236","Connect","162.253.182.2","AS30640 Etheric Networks, Inc.","localhost","app.tanium.local"
"4400","6.5.314.4236","UnmanagedAssets","162.253.182.2","AS30640 Etheric Networks, Inc.","localhost","tanium-server.train.com"
"4401","6.5.314.4236","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","localhost","test5.test.tanium.local"
"4402","6.5.314.4236","InitialContent","162.253.182.2","AS30640 Etheric Networks, Inc.","localhost","demo5.tanium.com"
"4403","6.5.314.4236","ClientMaintenance","162.253.182.4","AS30640 Etheric Networks, Inc.","162.253.182.4","localhost"
"4404","6.5.314.4236","LocationBySubnet","162.253.182.4","AS30640 Etheric Networks, Inc.","index.html","localhost"
"4405","6.5.314.4236","InitialContent","162.253.182.4","AS30640 Etheric Networks, Inc.","index.html","localhost"
"4406","6.5.314.4236","InitialContent","162.253.182.4","AS30640 Etheric Networks, Inc.","162.253.182.4","localhost"
"4407","6.5.314.4236","LocationBySubnet","162.253.182.4","AS30640 Etheric Networks, Inc.","162.253.182.4","localhost"
"4408","6.5.314.4236","ClientMaintenance","162.253.182.4","AS30640 Etheric Networks, Inc.","index.html","localhost"
"4409","6.5.314.4236",NA,"162.253.182.7","AS30640 Etheric Networks, Inc.","np",NA
"4410","6.5.314.4236",NA,"164.144.248.26","AS27343 Monsanto","164.144.248.26",NA
"4411","6.5.314.4236","ClientMaintenance","164.144.248.27","AS27343 Monsanto","164.144.248.27","stlwtnmapprd01"
"4412","6.5.314.4236","IR","164.144.248.27","AS27343 Monsanto","164.144.248.27","whitelist-md5s.dat"
"4413","6.5.314.4236","ClientMaintenance","164.144.248.27","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4414","6.5.314.4236","IRGatherer","164.144.248.27","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4415","6.5.314.4236","UnmanagedAssets","164.144.248.27","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4416","6.5.314.4236","ClientServiceHardening","164.144.248.27","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4417","6.5.314.4236","Connect","164.144.248.27","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4418","6.5.314.4236","IR","164.144.248.27","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4419","6.5.314.4236","IR","164.144.248.27","AS27343 Monsanto","stlwtnmapprd01","whitelist-md5s.dat"
"4420","6.5.314.4236","IRGatherer","164.144.248.27","AS27343 Monsanto","164.144.248.27","stlwtnmapprd01"
"4421","6.5.314.4236","UnmanagedAssets","164.144.248.27","AS27343 Monsanto","164.144.248.27","stlwtnmapprd01"
"4422","6.5.314.4236","ClientServiceHardening","164.144.248.27","AS27343 Monsanto","164.144.248.27","stlwtnmapprd01"
"4423","6.5.314.4236","Connect","164.144.248.27","AS27343 Monsanto","164.144.248.27","stlwtnmapprd01"
"4424","6.5.314.4236","IR","164.144.248.27","AS27343 Monsanto","164.144.248.27","stlwtnmapprd01"
"4425","6.5.314.4236",NA,"164.144.248.28","AS27343 Monsanto","164.144.248.28",NA
"4426","6.5.314.4236","ClientUpgrade","164.144.252.26","AS27343 Monsanto","164.144.252.26","stlwtnmapprd01"
"4427","6.5.314.4216","ClientUpgrade","164.144.252.26","AS27343 Monsanto","localhost","stlwtnmapprd01"
"4428","6.5.314.4236","MaintenanceAndReboot","164.144.252.28","AS27343 Monsanto","164.144.252.28","stlwtnmapprd01"
"4429","6.5.314.4236","TaniumDetect","164.144.252.28","AS27343 Monsanto","164.144.252.28","stlwtnmapprd01"
"4430","6.5.314.4236","SecurityPatch","164.144.252.28","AS27343 Monsanto","164.144.252.28","stlwtnmapprd01"
"4431","6.5.314.4236","TrendMicro","164.144.252.28","AS27343 Monsanto","164.144.252.28","stlwtnmapprd01"
"4432","6.5.314.4236","TaniumDetect","164.144.252.28","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4433","6.5.314.4236","InitialContent","164.144.252.28","AS27343 Monsanto","164.144.252.28","stlwtnmapprd01"
"4434","6.5.314.4236","ManagedApplications","164.144.252.28","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4435","6.5.314.4236","Trace","164.144.252.28","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4436","6.5.314.4236","ManagedApplications","164.144.252.28","AS27343 Monsanto","164.144.252.28","stlwtnmapprd01"
"4437","6.5.314.4236","Trace","164.144.252.28","AS27343 Monsanto","164.144.252.28","stlwtnmapprd01"
"4438","6.5.314.4236","SecurityPatch","164.144.252.28","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4439","6.5.314.4236","TrendMicro","164.144.252.28","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4440","6.5.314.4236","MaintenanceAndReboot","164.144.252.28","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4441","6.5.314.4236","InitialContent","164.144.252.28","AS27343 Monsanto","stlwtnmapprd01","stlwtnmapprd01"
"4442","6.5.314.4236",NA,"164.144.252.29","AS27343 Monsanto","164.144.252.29",NA
"4443","6.5.314.4236","UnmanagedAssets","164.82.32.13","AS14072 Government of the District of Columbia","10.44.90.172","10.44.90.172"
"4444","6.5.314.4236","InitialContent","164.82.32.13","AS14072 Government of the District of Columbia","10.44.90.172","10.44.90.172"
"4445","6.5.314.4236","IRGatherer","164.82.32.13","AS14072 Government of the District of Columbia","10.44.90.172","10.44.90.172"
"4446","6.5.314.4236","TaniumDetect","164.82.32.13","AS14072 Government of the District of Columbia","10.44.90.172","10.44.90.172"
"4447","6.5.314.4236","Connect","164.82.32.13","AS14072 Government of the District of Columbia","10.44.90.172","10.44.90.172"
"4448","6.5.314.4236","CopyTools","164.82.32.13","AS14072 Government of the District of Columbia","10.44.90.172","10.44.90.172"
"4449","6.5.314.4236","Trace","165.120.13.182","AS2856 BT Public Internet Service","dbtanium.db.lab","dbtanium.db.lab"
"4450","6.5.314.4226","TaniumDetect","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","dbts.db.lab"
"4451","6.5.314.4226","IRGatherer","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","winpmem_1.4.exe"
"4452","6.5.314.4236","TaniumDetect","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","dbts.db.lab"
"4453","6.5.314.4236","IRGatherer","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","winpmem_1.4.exe"
"4454","6.5.314.4236","IRGatherer","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","dump-memory.vbs"
"4455","6.5.314.4236","Connect","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","dbts.db.lab"
"4456","6.5.314.4236","TCT-Files","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","www.google.com"
"4457","6.5.314.4236","IR","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","192.168.200.202"
"4458","6.5.314.4226","TaniumDetect","165.120.34.45","AS2856 BT Public Internet Service","192.168.200.202","dbts.db.lab"
"4459","6.5.314.4226","IRGatherer","165.120.34.45","AS2856 BT Public Internet Service","192.168.200.202","winpmem_1.4.exe"
"4460","6.5.314.4226","IRGatherer","165.120.34.45","AS2856 BT Public Internet Service","192.168.200.202","dump-memory.vbs"
"4461","6.5.314.4226","IRGatherer","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","dump-memory.vbs"
"4462","6.5.314.4226","Connect","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","dbts.db.lab"
"4463","6.5.314.4226","TCT-Files","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","www.google.com"
"4464","6.5.314.4226","IR","165.120.34.45","AS2856 BT Public Internet Service","dbts.db.lab","192.168.200.202"
"4465","6.5.314.4226","Connect","165.120.34.45","AS2856 BT Public Internet Service","192.168.200.202","dbts.db.lab"
"4466","6.5.314.4226","TCT-Files","165.120.34.45","AS2856 BT Public Internet Service","192.168.200.202","www.google.com"
"4467","6.5.314.4226","IR","165.120.34.45","AS2856 BT Public Internet Service","192.168.200.202","192.168.200.202"
"4468","6.5.314.4226","AppUsage","165.120.9.21","AS2856 BT Public Internet Service","malware99.asuscomm.com","malware99.asuscomm.com"
"4469","6.5.314.4226","SCCM","165.120.9.21","AS2856 BT Public Internet Service","malware99.asuscomm.com","malware99.asuscomm.com"
"4470","6.5.314.4226","McAfee","165.120.9.21","AS2856 BT Public Internet Service","malware99.asuscomm.com","malware99.asuscomm.com"
"4471","6.5.314.4236","TaniumDetect","165.156.24.10","AS30437 General Electric Company","tux-console","3.8.86.84"
"4472","6.5.314.4236","TaniumDetect","165.156.24.10","AS30437 General Electric Company","165.156.24.10","3.8.86.84"
"4473","6.5.314.4236","Connect","165.225.68.61","AS62044 Zscaler Switzerland GmbH","localhost","seskwtanimpoc01.emea.astrazeneca.net"
"4474","6.5.314.4236","TaniumDetect","165.225.68.61","AS62044 Zscaler Switzerland GmbH","localhost","localhost"
"4475","6.5.314.4226","Connect","165.225.68.61","AS62044 Zscaler Switzerland GmbH","seskwtanimpoc01.emea.astrazeneca.net","seskwtanimpoc01.emea.astrazeneca.net"
"4476","6.5.314.4226","TaniumDetect","165.225.68.61","AS62044 Zscaler Switzerland GmbH","seskwtanimpoc01.emea.astrazeneca.net","localhost"
"4477","6.5.314.4236","SecurityPatch","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","localhost"
"4478","6.5.314.4236","SCCM","165.233.53.86","AS7020 QDATA-AS","index.html","10.148.177.74"
"4479","6.5.314.4236","ClientServiceHardening","165.233.53.86","AS7020 QDATA-AS","index.html","10.148.177.74"
"4480","6.5.314.4236","VMware","165.233.53.86","AS7020 QDATA-AS","index.html","10.148.177.74"
"4481","6.5.314.4236","AppUsage","165.233.53.86","AS7020 QDATA-AS","index.html","10.148.177.74"
"4482","6.5.314.4236","UnmanagedAssets","165.233.53.86","AS7020 QDATA-AS","index.html","localhost"
"4483","6.5.314.4236","MaintenanceAndReboot","165.233.53.86","AS7020 QDATA-AS","index.html","localhost"
"4484","6.5.314.4236","Symantec","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","10.148.177.74"
"4485","6.5.314.4236","ManagedApplications","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","10.148.177.74"
"4486","6.5.314.4236","Symantec","165.233.53.86","AS7020 QDATA-AS","index.html","10.148.177.74"
"4487","6.5.314.4236","ManagedApplications","165.233.53.86","AS7020 QDATA-AS","index.html","10.148.177.74"
"4488","6.5.314.4236","SecurityPatch","165.233.53.86","AS7020 QDATA-AS","index.html","localhost"
"4489","6.5.314.4236","ClientMaintenance","165.233.53.86","AS7020 QDATA-AS","index.html","localhost"
"4490","6.5.314.4236","TaniumPatchContent","165.233.53.86","AS7020 QDATA-AS","index.html","localhost"
"4491","6.5.314.4236","InitialContent","165.233.53.86","AS7020 QDATA-AS","index.html","localhost"
"4492","6.5.314.4236","LocationBySubnet","165.233.53.86","AS7020 QDATA-AS","index.html","10.148.177.74"
"4493","6.5.314.4236","ClientServiceHardening","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","10.148.177.74"
"4494","6.5.314.4236","VMware","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","10.148.177.74"
"4495","6.5.314.4236","AppUsage","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","10.148.177.74"
"4496","6.5.314.4236","UnmanagedAssets","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","localhost"
"4497","6.5.314.4236","MaintenanceAndReboot","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","localhost"
"4498","6.5.314.4236","Symantec","165.233.53.86","AS7020 QDATA-AS","localhost","10.148.177.74"
"4499","6.5.314.4236","ManagedApplications","165.233.53.86","AS7020 QDATA-AS","localhost","10.148.177.74"
"4500","6.5.314.4236","SecurityPatch","165.233.53.86","AS7020 QDATA-AS","localhost","localhost"
"4501","6.5.314.4236","ClientMaintenance","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","localhost"
"4502","6.5.314.4236","TaniumPatchContent","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","localhost"
"4503","6.5.314.4236","InitialContent","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","localhost"
"4504","6.5.314.4236","LocationBySubnet","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","10.148.177.74"
"4505","6.5.314.4236","SCCM","165.233.53.86","AS7020 QDATA-AS","10.148.177.74","10.148.177.74"
"4506","6.5.314.4236","ClientServiceHardening","165.233.53.86","AS7020 QDATA-AS","localhost","10.148.177.74"
"4507","6.5.314.4236","VMware","165.233.53.86","AS7020 QDATA-AS","localhost","10.148.177.74"
"4508","6.5.314.4236","AppUsage","165.233.53.86","AS7020 QDATA-AS","localhost","10.148.177.74"
"4509","6.5.314.4236","UnmanagedAssets","165.233.53.86","AS7020 QDATA-AS","localhost","localhost"
"4510","6.5.314.4236","MaintenanceAndReboot","165.233.53.86","AS7020 QDATA-AS","localhost","localhost"
"4511","6.5.314.4236","TaniumPatchContent","165.233.53.86","AS7020 QDATA-AS","localhost","localhost"
"4512","6.5.314.4236","InitialContent","165.233.53.86","AS7020 QDATA-AS","localhost","localhost"
"4513","6.5.314.4236","LocationBySubnet","165.233.53.86","AS7020 QDATA-AS","localhost","10.148.177.74"
"4514","6.5.314.4236","ClientMaintenance","165.233.53.86","AS7020 QDATA-AS","localhost","localhost"
"4515","6.5.314.4236","SCCM","165.233.53.86","AS7020 QDATA-AS","localhost","10.148.177.74"
"4516","6.5.314.4236","InitialContent","166.170.38.134","AS20057 AT&T Mobility LLC","127.0.0.1","192.168.100.199"
"4517","6.5.314.4236","Trace","166.170.38.134","AS20057 AT&T Mobility LLC","127.0.0.1","127.0.0.1"
"4518","6.5.314.4236","Trace","166.170.38.134","AS20057 AT&T Mobility LLC","127.0.0.1","192.168.100.199"
"4519","6.5.314.4236","ClientMaintenance","166.170.38.134","AS20057 AT&T Mobility LLC","192.168.100.199","192.168.100.199"
"4520","6.5.314.4236","ClientMaintenance","166.170.38.134","AS20057 AT&T Mobility LLC","127.0.0.1","192.168.100.199"
"4521","6.5.314.4236","InitialContent","166.170.38.134","AS20057 AT&T Mobility LLC","192.168.100.199","192.168.100.199"
"4522","6.5.314.4236","Trace","166.170.38.134","AS20057 AT&T Mobility LLC","192.168.100.199","127.0.0.1"
"4523","6.5.314.4236","PatchContent","166.170.38.134","AS20057 AT&T Mobility LLC","127.0.0.1","192.168.100.199"
"4524","6.5.314.4236","PatchContent","166.170.38.134","AS20057 AT&T Mobility LLC","192.168.100.199","192.168.100.199"
"4525","6.5.314.4236","Trace","166.170.38.134","AS20057 AT&T Mobility LLC","192.168.100.199","192.168.100.199"
"4526","6.5.314.4236","Trace","166.170.41.238","AS20057 AT&T Mobility LLC","127.0.0.1","127.0.0.1"
"4527","6.5.314.4236","Connect","166.170.42.174","AS20057 AT&T Mobility LLC","172.16.192.238","172.16.192.238"
"4528","6.5.314.4236","Trace","166.170.42.174","AS20057 AT&T Mobility LLC","172.16.192.238","172.16.192.238"
"4529","6.5.314.4236",NA,"166.170.51.140","AS20057 AT&T Mobility LLC","demo5.tanium.com",NA
"4530","6.5.314.4236","Trace","166.171.250.174","AS20057 AT&T Mobility LLC","192.168.100.199","192.168.100.199"
"4531","6.5.314.4226","IR","166.171.251.74","AS20057 AT&T Mobility LLC","166.171.251.74","pkerpatanium"
"4532","6.5.314.4240","Trace","166.173.61.197","AS20057 AT&T Mobility LLC","166.173.61.197","fed01.tanium.com"
"4533","6.5.314.4236","ClientMaintenance","166.175.186.70","AS20057 AT&T Mobility LLC","index.html","localhost"
"4534","6.5.314.4236","InitialContent","166.175.186.70","AS20057 AT&T Mobility LLC","index.html","localhost"
"4535","6.5.314.4240","Trace","166.177.122.90","AS20057 AT&T Mobility LLC","166.177.122.90","10.0.2.50"
"4536","6.5.314.4240","Trace","166.177.122.90","AS20057 AT&T Mobility LLC","166.177.122.90","192.168.100.199"
"4537","6.5.314.4236","Trace","166.177.122.90","AS20057 AT&T Mobility LLC","192.168.100.199","192.168.100.199"
"4538","6.5.314.4236","Trace","166.177.122.90","AS20057 AT&T Mobility LLC","192.168.100.199","10.0.2.50"
"4539","6.5.314.4236","Trace","166.177.249.123","AS20057 AT&T Mobility LLC","localhost","localhost"
"4540","6.5.314.4236","ManagedApplications","166.177.251.15","AS20057 AT&T Mobility LLC","166.177.251.15","pkerpatanium"
"4541","6.5.314.4226","Trace","166.177.251.87","AS20057 AT&T Mobility LLC","166.177.251.87","127.0.0.1"
"4542","6.5.314.4236","Connect","167.10.240.1","AS46520 California Department of Justice","nsgvmappsvr15.rescs.caldoj.local","nsgvmappsvr15.rescs.caldoj.local"
"4543","6.5.314.4236","TrendMicro","167.10.240.1","AS46520 California Department of Justice","nsgvmappsvr15.rescs.caldoj.local","nsgvmappsvr15.rescs.caldoj.local"
"4544","6.5.314.4236","IRGatherer","167.10.240.1","AS46520 California Department of Justice","nsgvmappsvr15.rescs.caldoj.local","nsgvmappsvr15.rescs.caldoj.local"
"4545","6.5.314.4236","TaniumDetect","167.10.240.1","AS46520 California Department of Justice","nsgvmappsvr15.rescs.caldoj.local","nsgvmappsvr15.rescs.caldoj.local"
"4546","6.5.314.4236","Redline","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4547","6.5.314.4236","GeoIP","167.10.240.1","AS46520 California Department of Justice","nsgvmappsvr15.rescs.caldoj.local","nsgvmappsvr15.rescs.caldoj.local"
"4548","6.5.314.4236","SCCM","167.10.240.1","AS46520 California Department of Justice","nsgvmappsvr15.rescs.caldoj.local","nsgvmappsvr15.rescs.caldoj.local"
"4549","6.5.314.4236","ClientServiceHardening","167.10.240.1","AS46520 California Department of Justice","nsgvmappsvr15.rescs.caldoj.local","nsgvmappsvr15.rescs.caldoj.local"
"4550","6.5.314.4236","GeoIP","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4551","6.5.314.4236","SCCM","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4552","6.5.314.4236","ClientServiceHardening","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4553","6.5.314.4236","TaniumDetect","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4554","6.5.314.4236","Connect","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4555","6.5.314.4236","TrendMicro","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4556","6.5.314.4236","IRGatherer","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4557","6.5.314.4236","MaintenanceAndReboot","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4558","6.5.314.4236","MaintenanceAndReboot","167.10.240.1","AS46520 California Department of Justice","tux-console","alert-user-about-reboot-day.vbs"
"4559","6.5.314.4236","EMET","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4560","6.5.314.4236","AppUsage","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4561","6.5.314.4236","ClientUpgrade","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4562","6.5.314.4236","TaniumPatchContent","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4563","6.5.314.4236","CopyTools","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4564","6.5.314.4236","ManagedApplications","167.10.240.1","AS46520 California Department of Justice","tux-console","managed-application-install.vbs"
"4565","6.5.314.4236","LocationBySubnet","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4566","6.5.314.4236","SecurityPatch","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4567","6.5.314.4236","UnmanagedAssets","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4568","6.5.314.4236","IR","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
"4569","6.5.314.4236","ClientMaintenance","167.10.240.1","AS46520 California Department of Justice","tux-console","nsgvmappsvr15.rescs.caldoj.local"
